year_film,year_ceremony,ceremony,category,name,film,winner
1947,1948,20,MUSIC (Music Score of a Dramatic or Comedy Picture),David Raksin,Forever Amber,0
1947,1948,20,MUSIC (Scoring of a Musical Picture),Robert Emmett Dolan,Road to Rio,0
1947,1948,20,MUSIC (Song),Music by Arthur Schwartz; Lyrics by Leo Robin,"The Time, the Place and the Girl",0
1947,1948,20,MUSIC (Song),Music and Lyrics by Frank Loesser,The Perils of Pauline,0
1947,1948,20,MUSIC (Song),"Music and Lyrics by Ralph Blane, Roger Edens and Hugh Martin",Good News,0
1947,1948,20,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Want to Be in Pictures,0
1947,1948,20,SHORT SUBJECT (Two-reel),"Irving Allen, Producer",Climbing the Matterhorn,1
1947,1948,20,WRITING (Motion Picture Story),"Dorothy Parker, Frank Cavett",Smash-Up--The Story of a Woman,0
1947,1948,20,WRITING (Screenplay),"David Lean, Anthony Havelock-Allan, Ronald Neame",Great Expectations,0
1948,1949,21,ACTOR IN A SUPPORTING ROLE,Oscar Homolka,I Remember Mama,0
1948,1949,21,ART DIRECTION (Black-and-White),Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,Hamlet,1
1948,1949,21,ART DIRECTION (Black-and-White),Art Direction:  Robert Haas;  Set Decoration:  William Wallace,Johnny Belinda,0
1948,1949,21,ART DIRECTION (Color),"Art Direction:  Richard Day;  Set Decoration:  Edwin Casey Roberts, Joseph Kish",Joan of Arc,0
1948,1949,21,CINEMATOGRAPHY (Color),"Joseph Valentine, William V. Skall, Winton Hoch",Joan of Arc,1
1948,1949,21,CINEMATOGRAPHY (Color),Robert Planck,The Three Musketeers,0
1948,1949,21,COSTUME DESIGN (Black-and-White),Roger K. Furse,Hamlet,1
1948,1949,21,FILM EDITING,Frank Sullivan,Joan of Arc,0
1948,1949,21,FILM EDITING,David Weisbart,Johnny Belinda,0
1948,1949,21,MUSIC (Scoring of a Musical Picture),"Johnny Green, Roger Edens",Easter Parade,1
1948,1949,21,MUSIC (Song),Music by Harold Arlen; Lyrics by Leo Robin,Casbah,0
1948,1949,21,MUSIC (Song),Music by Frederick Hollander; Lyrics by Leo Robin,That Lady in Ermine,0
1948,1949,21,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Cinderella Horse,0
1948,1949,21,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Want to Be on the Radio,0
1948,1949,21,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Calgary Stampede,0
1948,1949,21,SPECIAL EFFECTS,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman",Deep Waters,0
1948,1949,21,WRITING (Motion Picture Story),"Frances Flaherty, Robert Flaherty",Louisiana Story,0
1948,1949,21,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",The Search,1
1948,1949,21,WRITING (Screenplay),"Richard Schweizer, David Wechsler",The Search,0
1948,1949,21,WRITING (Screenplay),"Frank Partos, Millen Brand",The Snake Pit,0
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Come to the Stable,0
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri",The Heiress,1
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Jack Martin Smith;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle",Madame Bovary,0
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Frank Planer,Champion,0
1949,1950,22,CINEMATOGRAPHY (Color),"Robert Planck, Charles Schoenbaum",Little Women,0
1949,1950,22,CINEMATOGRAPHY (Color),Winton Hoch,She Wore a Yellow Ribbon,1
1949,1950,22,DIRECTING,Robert Rossen,All the King's Men,0
1949,1950,22,DOCUMENTARY (Short Subject),"St. Francis-Xavier University, Antigonish, Nova Scotia",The Rising Tide,0
1949,1950,22,FILM EDITING,"Robert Parrish, Al Clark",All the King's Men,0
1949,1950,22,MUSIC (Scoring of a Musical Picture),"Roger Edens, Lennie Hayton",On the Town,1
1949,1950,22,MUSIC (Song),Music and Lyrics by Frank Loesser,Neptune's Daughter,1
1949,1950,22,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,1
1949,1950,22,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Think You're Not Guilty,0
1949,1950,22,SHORT SUBJECT (Two-reel),"Irving Allen, Producer",Chase of Death,0
1949,1950,22,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",The Grass Is Always Greener,0
1949,1950,22,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Snow Carnival,0
1949,1950,22,SHORT SUBJECT (Two-reel),"Gaston Diehl and Robert Haessens, Producers",Van Gogh,1
1949,1950,22,WRITING (Screenplay),Robert Rossen,All the King's Men,0
1949,1950,22,WRITING (Story and Screenplay),Robert Pirosh,Battleground,1
1949,1950,22,WRITING (Story and Screenplay),"Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini",Paisan,0
1949,1950,22,SPECIAL AWARD, Bobby Driscoll,,1
1950,1951,23,ACTOR,William Holden,Sunset Blvd.,0
1950,1951,23,ACTRESS,Judy Holliday,Born Yesterday,1
1950,1951,23,ACTRESS,Eleanor Parker,Caged,0
1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Hope Emerson,Caged,0
1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,All about Eve,0
1950,1951,23,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Hans Peters;  Set Decoration:  Edwin B. Willis, Hugh Hunt",The Red Danube,0
1950,1951,23,CINEMATOGRAPHY (Black-and-White),Robert Krasker,The Third Man,1
1950,1951,23,CINEMATOGRAPHY (Color),Robert Surtees,King Solomon's Mines,1
1950,1951,23,DOCUMENTARY (Feature),"Robert Snyder, Producer",The Titan: Story of Michelangelo,1
1950,1951,23,DOCUMENTARY (Feature),"Jack Arnold and Lee Goodman, Producers",With These Hands,0
1950,1951,23,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Roger Edens",Annie Get Your Gun,1
1950,1951,23,MUSIC (Song),"Music and Lyrics by Mack David, Al Hoffman and Jerry Livingston",Cinderella,0
1950,1951,23,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",Blaze Busters,0
1950,1951,23,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Grandad of Races,1
1950,1951,23,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",My Country 'Tis of Thee,0
1951,1952,24,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Quo Vadis,0
1951,1952,24,ACTRESS,Eleanor Parker,Detective Story,0
1951,1952,24,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Detective Story,0
1951,1952,24,ART DIRECTION (Black-and-White),Art Direction:  Richard Day;  Set Decoration:  George James Hopkins,A Streetcar Named Desire,1
1951,1952,24,ART DIRECTION (Color),"Art Direction:  William A. Horning, Cedric Gibbons, Edward Carfagno;  Set Decoration:  Hugh Hunt",Quo Vadis,0
1951,1952,24,CINEMATOGRAPHY (Black-and-White),Frank Planer,Death of a Salesman,0
1951,1952,24,CINEMATOGRAPHY (Black-and-White),William C. Mellor,A Place in the Sun,1
1951,1952,24,CINEMATOGRAPHY (Black-and-White),Robert Burks,Strangers on a Train,0
1951,1952,24,CINEMATOGRAPHY (Color),"Robert Surtees, William V. Skall",Quo Vadis,0
1951,1952,24,CINEMATOGRAPHY (Color),"John F. Seitz, W. Howard Greene",When Worlds Collide,0
1951,1952,24,COSTUME DESIGN (Black-and-White),"Edward Stevenson, Margaret Furse",The Mudlark,0
1951,1952,24,COSTUME DESIGN (Color),"Charles LeMaire, Edward Stevenson",David and Bathsheba,0
1951,1952,24,DIRECTING,George Stevens,A Place in the Sun,1
1951,1952,24,DOCUMENTARY (Short Subject),'Made by Fred Zinnemann with the cooperation of Paramount Pictures Corporation for the Los Angeles Orthopaedic Hospital',Benjy,1
1951,1952,24,DOCUMENTARY (Short Subject),"Gordon Hollingshead, Producer",The Seeing Eye,0
1951,1952,24,FILM EDITING,William Hornbeck,A Place in the Sun,1
1951,1952,24,MUSIC (Scoring of a Musical Picture),"Peter Herman Adler, Johnny Green",The Great Caruso,0
1951,1952,24,MUSIC (Song),Music by Hoagy Carmichael; Lyrics by Johnny Mercer,Here Comes the Groom,1
1951,1952,24,BEST MOTION PICTURE,"Anatole Litvak and Frank McCarthy, Producers",Decision before Dawn,0
1951,1952,24,BEST MOTION PICTURE,"George Stevens, Producer",A Place in the Sun,0
1951,1952,24,SHORT SUBJECT (One-reel),"Robert G. Leffingwell, Producer",The Story of Time,0
1951,1952,24,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",World of Kids,1
1951,1952,24,WRITING (Motion Picture Story),"Robert Riskin, Liam O'Brien",Here Comes the Groom,0
1951,1952,24,WRITING (Screenplay),"Philip Yordan, Robert Wyler",Detective Story,0
1951,1952,24,WRITING (Story and Screenplay),Robert Pirosh,Go for Broke!,0
1952,1953,25,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Emile Kuri",Carrie,0
1952,1953,25,ART DIRECTION (Color),"Art Direction:  Richard Day, Clave;  Set Decoration:  Howard Bristol",Hans Christian Andersen,0
1952,1953,25,ART DIRECTION (Color),"Art Direction:  Frank Hotaling;  Set Decoration:  John McCarthy, Jr., Charles Thompson",The Quiet Man,0
1952,1953,25,CINEMATOGRAPHY (Black-and-White),Robert Surtees,The Bad and the Beautiful,1
1952,1953,25,CINEMATOGRAPHY (Black-and-White),Virgil E. Miller,Navajo,0
1952,1953,25,CINEMATOGRAPHY (Color),"Winton C. Hoch, Archie Stout",The Quiet Man,1
1952,1953,25,DIRECTING,John Ford,The Quiet Man,1
1952,1953,25,MUSIC (Song),Music and Lyrics by Frank Loesser,Hans Christian Andersen,0
1952,1953,25,MUSIC (Song),Music by Harry Warren; Lyrics by Leo Robin,Just for You,0
1952,1953,25,BEST MOTION PICTURE,"Stanley Kramer, Producer",High Noon,0
1952,1953,25,BEST MOTION PICTURE,"John Ford and Merian C. Cooper, Producers",The Quiet Man,0
1952,1953,25,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Desert Killer,0
1952,1953,25,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Thar She Blows!,0
1952,1953,25,WRITING (Motion Picture Story),"Fredric M. Frank, Theodore St. John, Frank Cavett",The Greatest Show on Earth,1
1952,1953,25,WRITING (Motion Picture Story),"Martin Goldsmith, Jack Leonard",The Narrow Margin,0
1952,1953,25,WRITING (Screenplay),"Roger MacDougall, John Dighton, Alexander Mackendrick",The Man in the White Suit,0
1952,1953,25,WRITING (Screenplay),Frank S. Nugent,The Quiet Man,0
1952,1953,25,HONORARY AWARD, Bob Hope for his contribution to the laughter of the world,,1
1953,1954,26,ACTOR,William Holden,Stalag 17,1
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Frank Sinatra,From Here to Eternity,1
1953,1954,26,ACTOR IN A SUPPORTING ROLE,Robert Strauss,Stalag 17,0
1953,1954,26,ART DIRECTION (Color),"Art Direction:  Alfred Junge, Hans Peters;  Set Decoration:  John Jarvis",Knights of the Round Table,0
1953,1954,26,CINEMATOGRAPHY (Black-and-White),"Frank Planer, Henri Alekan",Roman Holiday,0
1953,1954,26,CINEMATOGRAPHY (Color),Robert Planck,Lili,0
1953,1954,26,DIRECTING,George Stevens,Shane,0
1953,1954,26,FILM EDITING,Irvine (Cotton) Warburton,Crazylegs,0
1953,1954,26,FILM EDITING,Robert Swink,Roman Holiday,0
1953,1954,26,MUSIC (Scoring of a Musical Picture),"Frederick Hollander, Morris Stoloff","The 5,000 Fingers of Dr. T",0
1953,1954,26,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Leo Robin,Small Town Girl,0
1953,1954,26,MUSIC (Song),Music by Lester Lee; Lyrics by Ned Washington,Miss Sadie Thompson,0
1953,1954,26,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Calamity Jane,1
1953,1954,26,BEST MOTION PICTURE,"John Houseman, Producer",Julius Caesar,0
1953,1954,26,BEST MOTION PICTURE,"Frank Ross, Producer",The Robe,0
1953,1954,26,BEST MOTION PICTURE,"George Stevens, Producer",Shane,0
1953,1954,26,SHORT SUBJECT (Two-reel),"Cedric Francis, Producer",Winter Paradise,0
1953,1954,26,HONORARY AWARD, Bell and Howell Company for their pioneering and basic achievements in the advancement of the motion picture industry.,,1
1953,1954,26,IRVING G. THALBERG MEMORIAL AWARD,George Stevens,,1
1954,1955,27,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,On the Waterfront,0
1954,1955,27,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",The Country Girl,0
1954,1955,27,ART DIRECTION (Color),"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",Red Garters,0
1954,1955,27,ART DIRECTION (Color),"Art Direction:  Malcolm Bert, Gene Allen, Irene Sharaff;  Set Decoration:  George James Hopkins",A Star Is Born,0
1954,1955,27,CINEMATOGRAPHY (Color),Robert Burks,Rear Window,0
1954,1955,27,MUSIC (Song),Music and Lyrics by Irving Berlin,White Christmas,0
1954,1955,27,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Caine Mutiny,0
1954,1955,27,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",This Mechanical Age,1
1954,1955,27,SHORT SUBJECT (Two-reel),"Cedric Francis, Producer",Beauty and the Bull,0
1954,1955,27,SHORT SUBJECT (Two-reel),"Denis Sanders and Terry Sanders, Producers",A Time Out of War,1
1954,1955,27,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",Brigadoon,0
1954,1955,27,WRITING (Screenplay),Stanley Roberts,The Caine Mutiny,0
1954,1955,27,WRITING (Story and Screenplay),"Norman Panama, Melvin Frank",Knock on Wood,0
1955,1956,28,ACTOR,Frank Sinatra,The Man with the Golden Arm,0
1955,1956,28,ACTRESS,Eleanor Parker,Interrupted Melody,0
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,Peggy Lee,Pete Kelly's Blues,0
1955,1956,28,ART DIRECTION (Black-and-White),"Art Direction:  Edward S. Haworth, Walter Simonds;  Set Decoration:  Robert Priestley",Marty,0
1955,1956,28,ART DIRECTION (Color),"Art Direction:  Oliver Smith, Joseph C. Wright;  Set Decoration:  Howard Bristol",Guys and Dolls,0
1955,1956,28,ART DIRECTION (Color),"Art Direction:  William Flannery, Jo Mielziner;  Set Decoration:  Robert Priestley",Picnic,1
1955,1956,28,CINEMATOGRAPHY (Black-and-White),James Wong Howe,The Rose Tattoo,1
1955,1956,28,CINEMATOGRAPHY (Color),Robert Surtees,Oklahoma!,0
1955,1956,28,CINEMATOGRAPHY (Color),Robert Burks,To Catch a Thief,1
1955,1956,28,DIRECTING,David Lean,Summertime,0
1955,1956,28,MUSIC (Scoring of a Musical Picture),"Robert Russell Bennett, Jay Blackton, Adolph Deutsch",Oklahoma!,1
1955,1956,28,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Love Is a Many-Splendored Thing,1
1955,1956,28,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",Gadgets Galore,0
1955,1956,28,SHORT SUBJECT (One-reel),"Carson Davidson, Producer",3rd Ave. El,0
1955,1956,28,SHORT SUBJECT (Two-reel),"Cedric Francis, Producer",24-Hour Alert,0
1955,1956,28,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",Love Me or Leave Me,0
1955,1956,28,WRITING (Motion Picture Story),"Joe Connelly, Bob Mosher",The Private War of Major Benson,0
1955,1956,28,WRITING (Story and Screenplay),"Melville Shavelson, Jack Rose",The Seven Little Foys,0
1956,1957,29,ACTOR IN A SUPPORTING ROLE,Robert Stack,Written on the Wind,0
1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Hal Pereira, A. Earl Hedrick;  Set Decoration:  Samuel M. Comer, Frank R. McKelvy",The Proud and Profane,0
1956,1957,29,ART DIRECTION (Black-and-White),"Art Direction:  Lyle R. Wheeler, Jack Martin Smith;  Set Decoration:  Walter M. Scott, Stuart A. Reiss",Teenage Rebel,0
1956,1957,29,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Hans Peters, Preston Ames;  Set Decoration:  Edwin B. Willis, F. Keogh Gleason",Lust for Life,0
1956,1957,29,DIRECTING,Michael Anderson,Around the World in 80 Days,0
1956,1957,29,DIRECTING,George Stevens,Giant,1
1956,1957,29,FILM EDITING,"William Hornbeck, Philip W. Anderson, Fred Bohanan",Giant,0
1956,1957,29,FOREIGN LANGUAGE FILM,"Federal Republic of Germany - West; Gyula Trebitsch and Walter Koppel, Producers",The Captain of Kopenick,0
1956,1957,29,MUSIC (Song),Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,Friendly Persuasion,0
1956,1957,29,MUSIC (Song),Music by Leith Stevens; Lyrics by Tom Adair,Julie,0
1956,1957,29,BEST MOTION PICTURE,"George Stevens and Henry Ginsberg, Producers",Giant,0
1956,1957,29,SHORT SUBJECT (One-reel),"Robert Youngson, Producer",I Never Forget a Face,0
1956,1957,29,SHORT SUBJECT (One-reel),"Cedric Francis, Producer",Time Stood Still,0
1956,1957,29,SOUND RECORDING,"Westrex Sound Services, Inc., Gordon R. Glennan, Sound Director; and Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director",Friendly Persuasion,0
1956,1957,29,SPECIAL EFFECTS,"A. Arnold Gillespie, Irving Ries, Wesley C. Miller",Forbidden Planet,0
1956,1957,29,WRITING (Screenplay--Original),Robert Lewin,The Bold and the Brave,0
1956,1957,29,WRITING (Screenplay--Original),Andrew L. Stone,Julie,0
1956,1957,29,JEAN HERSHOLT HUMANITARIAN AWARD,Y. Frank Freeman,,1
1957,1958,30,ACTRESS,Lana Turner,Peyton Place,0
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Hope Lange,Peyton Place,0
1957,1958,30,ART DIRECTION,"Art Direction:  William A. Horning, Gene Allen;  Set Decoration:  Edwin B. Willis, Richard Pefferle",Les Girls,0
1957,1958,30,ART DIRECTION,"Art Direction:  Walter Holscher;  Set Decoration:  William Kiernan, Louis Diage",Pal Joey,0
1957,1958,30,ART DIRECTION,"Art Direction:  William A. Horning, Urie McCleary;  Set Decoration:  Edwin B. Willis, Hugh Hunt",Raintree County,0
1957,1958,30,ART DIRECTION,Art Direction:  Ted Haworth;  Set Decoration:  Robert Priestley,Sayonara,1
1957,1958,30,CINEMATOGRAPHY,William Mellor,Peyton Place,0
1957,1958,30,DIRECTING,David Lean,The Bridge on the River Kwai,1
1957,1958,30,DIRECTING,Mark Robson,Peyton Place,0
1957,1958,30,FILM EDITING,Peter Taylor,The Bridge on the River Kwai,1
1957,1958,30,FILM EDITING,"Arthur P. Schmidt, Philip W. Anderson",Sayonara,0
1957,1958,30,FOREIGN LANGUAGE FILM,West Germany,The Devil Came at Night,0
1957,1958,30,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,April Love,0
1957,1958,30,BEST MOTION PICTURE,"Arthur Hornblow, Jr., Producer",Witness for the Prosecution,0
1957,1958,30,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Dr. Wesley C. Miller, Sound Director",Les Girls,0
1957,1958,30,WRITING (Screenplay--based on material from another medium),"John Lee Mahin, John Huston","Heaven Knows, Mr. Allison",0
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),"Story by Ralph Wheelwright;  Screenplay by R. Wright Campbell, Ivan Goff, Ben Roberts",Man of a Thousand Faces,0
1957,1958,30,HONORARY AWARD," Gilbert M. (""Broncho Billy"") Anderson",,1
1958,1959,31,ACTOR,David Niven,Separate Tables,1
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,The Brothers Karamazov,0
1958,1959,31,ART DIRECTION,Art Direction:  Malcolm Bert;  Set Decoration:  George James Hopkins,Auntie Mame,0
1958,1959,31,ART DIRECTION,"Art Direction:  William A. Horning, Preston Ames;  Set Decoration:  Henry Grace, Keogh Gleason",Gigi,1
1958,1959,31,ART DIRECTION,"Art Direction:  Hal Pereira, Henry Bumstead;  Set Decoration:  Sam Comer, Frank McKelvy",Vertigo,0
1958,1959,31,CINEMATOGRAPHY (Color),James Wong Howe,The Old Man and the Sea,0
1958,1959,31,DIRECTING,Stanley Kramer,The Defiant Ones,0
1958,1959,31,DIRECTING,Robert Wise,I Want to Live!,0
1958,1959,31,DIRECTING,Mark Robson,The Inn of the Sixth Happiness,0
1958,1959,31,DOCUMENTARY (Feature),"Robert Snyder, Producer",The Hidden World,0
1958,1959,31,FILM EDITING,William Hornbeck,I Want to Live!,0
1958,1959,31,FOREIGN LANGUAGE FILM,West Germany,Arms and the Man,0
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),David Raksin,Separate Tables,0
1958,1959,31,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,A Certain Smile,0
1958,1959,31,MUSIC (Song),Music by Sammy Fain; Lyrics by Paul Francis Webster,Marjorie Morningstar,0
1958,1959,31,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Defiant Ones,0
1958,1959,31,SPECIAL EFFECTS,Visual Effects by Tom Howard,tom thumb,1
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),"Melville Shavelson, Jack Rose",Houseboat,0
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,The Young Philadelphians,0
1959,1960,32,ART DIRECTION (Black-and-White),Art Direction:  Carl Anderson;  Set Decoration:  William Kiernan,The Last Angry Man,0
1959,1960,32,ART DIRECTION (Color),"Art Direction:  William A. Horning, Edward Carfagno;  Set Decoration:  Hugh Hunt",Ben-Hur,1
